CODREG;REGIONE;CODPRO;PROVINCIA;CODCOM;COMUNE;PROCOM;CODASC;NOMEASC;TIPOASC;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;P32;P33;P34;P35;P36;P37;P38;P39;P40;P41;P42;P43;P44;P45;P46;P47;P48;P49;P50;P51;P52;P53;P54;P55;P56;P57;P58;P59;P60;P61;P62;P64;P65;P66;P128;P129;P130;P131;P132;P135;P136;P137;P138;P139;P140;ST1;ST2;ST3;ST4;ST5;ST6;ST7;ST8;ST9;ST10;ST11;ST12;ST13;ST14;ST15;A2;A3;A5;A6;A7;A44;A46;A47;A48;PF1;PF2;PF3;PF4;PF5;PF6;PF7;PF8;PF9;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;E13;E14;E15;E16;E17;E18;E19;E20;E21;E22;E23;E24;E25;E26;E27;E28;E29;E30;E31
5;Veneto;27;Venezia;42;Venezia;27042;3;Lido-Malamocco-Alberoni;Quartiere;16879;7765;9114;6080;7951;433;1806;609;3067;3952;191;323;232;563;700;625;632;642;554;748;1061;1233;1356;1188;1140;1279;1361;1246;2551;279;377;283;315;330;285;348;501;582;660;548;515;590;636;602;914;16192;2691;5582;4427;2601;852;39;7426;1262;2654;2202;897;395;16;7044;6672;320;3764;3574;160;7947;3062;1878;883;435;689;308;7608;186;4497;2283;918;279;259;532;127;104;148;27;665;44;67;141;1;0;918;7799;956;21;953;3;736934;1486;5922;634;8042;16585;3239;2368;1375;859;165;36;224;2450;2400;2051;349;1778;265;8;397;438;497;356;186;133;17;15;12;93;587;600;771;610;358;419;426;165;73;9109;803;1025;193;30
5;Veneto;27;Venezia;42;Venezia;27042;4;Pellestrina-San Pietro in Volta;Quartiere;4036;1988;2048;1599;1992;38;366;41;886;999;19;66;18;157;179;179;151;181;207;225;303;316;320;266;255;282;282;255;478;69;98;105;92;99;100;118;160;168;155;128;128;140;136;121;171;3843;101;743;1441;1099;376;83;1897;41;378;829;470;148;31;1626;1528;74;1013;952;48;1895;703;687;147;86;254;100;1895;97;807;507;75;33;30;34;11;13;16;4;49;1;8;17;0;0;75;1520;121;13;121;0;138050;167;1277;121;1565;3906;412;427;360;295;53;18;115;1232;1160;988;172;966;22;0;612;100;66;62;79;34;20;14;1;67;493;387;41;571;278;108;28;3;0;1675;429;382;157;20
5;Veneto;27;Venezia;42;Venezia;27042;5;Murano-Sant'Erasmo;Quartiere;5255;2443;2812;1941;2618;84;518;94;990;1307;42;64;40;146;253;243;223;204;195;216;327;402;455;340;322;358;409;379;783;74;125;123;114;101;104;99;145;195;229;172;149;174;183;174;282;5067;289;1120;1605;1581;446;26;2347;116;541;820;666;198;6;2038;1901;107;1183;1108;56;2575;938;725;268;131;193;92;2459;52;1389;707;136;33;40;77;19;17;12;4;100;7;14;15;0;0;136;2285;110;2;110;0;205782;548;1639;151;2338;5254;773;741;417;331;53;23;159;1339;1267;1026;241;997;27;2;148;95;596;67;64;30;16;9;1;101;667;234;24;536;223;125;98;31;13;2659;128;691;197;10
5;Veneto;27;Venezia;42;Venezia;27042;6;Burano-Mazzorbo-Torcello;Quartiere;2987;1460;1527;1097;1478;49;321;42;619;739;19;70;13;73;105;108;108;127;126;150;153;220;224;211;218;255;256;214;439;42;58;57;52;64;66;80;75;115;107;104;102;131;130;100;177;2893;88;428;1080;978;266;53;1411;44;209;609;413;115;21;1053;985;50;671;631;30;1648;632;602;116;50;160;90;1140;52;770;483;44;12;9;31;4;5;6;1;26;1;13;3;1;0;44;1356;12;2;11;1;108793;178;1136;62;1376;2979;476;433;268;170;23;6;38;1010;987;875;112;874;0;1;648;110;80;21;3;12;1;0;0;62;518;292;3;553;193;113;14;2;0;1430;495;315;61;4
5;Veneto;27;Venezia;42;Venezia;27042;8;Favaro Veneto-Campalto;Quartiere;23288;11221;12067;8784;11213;547;2131;613;4751;5602;242;374;252;1010;962;1007;950;917;953;1202;1680;1984;1951;1722;1519;1648;1538;1580;2665;522;504;522;476;477;478;599;872;965;982;845;745;759;718;689;1068;22103;1824;6522;6655;5388;1602;112;10611;838;3379;3586;2128;643;37;10212;9470;574;5635;5293;269;10097;4038;2833;1132;541;855;416;10301;1681;5277;3032;1625;739;733;781;111;359;343;37;964;253;88;318;2;0;1625;9945;495;20;490;5;953163;1907;7784;564;10255;23203;3229;3261;2090;1334;244;97;626;3810;3741;3475;266;3143;194;138;52;124;980;1130;495;193;186;153;162;441;2259;477;298;1694;883;421;257;122;98;11039;902;2181;369;23
5;Veneto;27;Venezia;42;Venezia;27042;9;Carpenedo-Bissuola;Quartiere;38092;17819;20273;14360;17801;983;3730;1218;7523;8882;411;625;378;1416;1564;1677;1593;1683;1668;1731;2524;2953;3251;2767;2436;2483;2525;2631;5190;748;810;859;791;901;893;871;1190;1432;1558;1324;1131;1153;1114;1143;1901;36377;5183;11989;9575;7383;2150;97;16921;2441;6049;4891;2582;929;29;16492;15359;903;8894;8337;447;16943;6508;4169;2170;1049;1370;602;16493;2648;9234;4785;3182;1382;1407;1562;213;695;630;57;2215;158;112;694;3;0;3182;17059;650;23;641;9;1573833;3417;13013;1240;17670;37697;6507;5443;3163;2096;372;89;571;3845;3790;3587;203;2456;402;729;66;219;1024;1333;410;215;163;97;60;226;1707;598;1056;1210;732;483;555;329;278;18353;2119;1320;136;12
5;Veneto;27;Venezia;42;Venezia;27042;10;Mestre Centro;Quartiere;47887;22076;25811;18027;21773;1287;5091;1709;9189;10937;535;859;556;1878;1777;1886;1818;1983;2197;2591;3209;3612;3993;3545;2979;2992;3178;3094;7155;946;937;994;915;966;1123;1331;1652;1710;1935;1663;1333;1339;1449;1290;2493;45665;8750;15080;11661;7573;2458;143;20953;4196;7310;5648;2681;1062;56;21417;19803;1278;11451;10670;623;20929;7748;4808;2562;1265;1827;888;20009;3458;11732;5502;7647;3621;3327;3787;533;1650;1808;163;3568;325;164;3586;4;0;7647;22357;1661;48;1635;26;2148787;5271;16369;1942;23582;47441;10171;6783;3704;2291;468;165;1088;4855;4769;4197;572;2161;1625;411;222;486;984;1405;637;249;112;72;30;210;1903;770;1314;1430;639;574;671;445;438;25915;3175;874;141;7
5;Veneto;27;Venezia;42;Venezia;27042;11;Cipressina-Zelarino-Trivignano;Quartiere;14684;6956;7728;5478;7093;335;1395;383;2898;3543;153;222;140;546;649;633;603;633;613;695;1040;1200;1343;1160;958;968;912;945;1786;293;317;330;303;319;309;335;524;583;647;587;480;455;411;415;648;14006;1356;4348;4030;3315;915;42;6599;620;2203;2137;1252;374;13;6524;6104;323;3569;3368;162;6332;2447;1727;786;390;443;215;6155;1512;3376;1822;1350;626;609;663;78;306;298;22;1008;98;19;225;0;0;1350;6285;341;8;338;3;605449;872;5197;417;6486;14546;2127;2019;1286;831;160;63;399;2894;2845;2662;183;2192;245;225;70;108;788;729;357;222;141;108;139;253;1774;382;253;1314;682;332;209;84;41;6994;1746;766;142;8
5;Veneto;27;Venezia;42;Venezia;27042;12;Chirignago-Gazzera;Quartiere;23274;11260;12014;8840;11132;570;2043;689;4807;5585;242;380;246;989;989;1059;1011;1004;982;1193;1669;1926;2061;1777;1560;1610;1401;1370;2673;510;543;562;564;511;485;609;845;917;999;854;769;797;689;601;1005;22088;2316;7206;6161;4906;1422;77;10645;1091;3728;3306;1886;607;27;10468;9705;579;5704;5330;293;9769;3941;2633;1249;641;850;445;9854;2249;5037;2803;2288;1098;1061;1093;134;530;523;45;1599;182;45;461;1;0;2288;10105;627;12;624;3;948810;1833;7963;629;10425;23101;3561;3167;2051;1337;206;103;675;4118;4043;3687;356;1918;1426;343;104;151;876;939;549;340;315;217;196;376;2415;492;404;1800;879;450;311;151;96;11155;1272;1908;472;35
5;Veneto;27;Venezia;42;Venezia;27042;13;Marghera-Catene-Malcontenta;Quartiere;27531;13252;14279;10254;12955;725;2783;814;5563;6598;307;472;312;1159;1160;1214;1125;1219;1311;1610;2036;2206;2325;1909;1763;1750;1783;1616;3345;546;622;666;586;615;682;851;1072;1109;1137;972;844;827;816;713;1194;26142;2050;7070;8524;6477;1853;168;12586;976;3623;4555;2591;783;58;12110;11057;812;6877;6324;433;11888;4541;3417;1223;589;1195;565;11956;1787;6053;3301;4500;2294;2138;2149;213;1056;1163;75;2239;330;68;1863;0;0;4500;12112;837;30;829;8;1077050;3341;8652;853;12846;27498;4942;3746;2232;1494;303;129;877;5093;5037;4071;966;2114;1798;159;43;422;1481;1163;422;312;139;51;38;664;2087;693;627;2029;662;530;496;241;113;14444;2259;1474;297;41
5;Veneto;28;Padova;60;Padova;28060;1;Centro;Circoscrizione;25394;11183;14211;11160;9980;742;2461;1051;5267;4850;305;419;342;922;855;835;827;1095;1414;1478;1710;1812;1833;1814;1775;1796;1774;1576;3878;462;433;405;450;546;664;717;809;808;837;814;793;805;766;662;1212;24287;9893;7155;3618;2532;1017;72;10629;4760;3080;1542;768;451;28;11691;11054;486;6060;5730;254;11091;3823;1769;1968;998;1298;605;9533;2479;6056;2154;2511;976;910;1321;280;418;469;89;1323;252;116;819;0;1;2510;12440;4024;15;3266;758;1505390;3790;7771;1374;12972;24096;6698;3273;1614;1059;243;85;559;5163;4941;3763;1178;3165;506;92;1749;463;706;463;236;91;44;8;3;156;879;1460;1268;1088;630;756;744;335;210;19698;1384;1815;514;50
5;Veneto;28;Padova;60;Padova;28060;2;Nord;Circoscrizione;37389;17644;19745;15324;16615;895;3266;1289;7939;8338;366;585;416;1641;1507;1454;1560;1746;2119;2470;2810;2883;2892;2618;2345;2385;2179;2233;4547;822;822;746;817;870;1052;1215;1436;1457;1409;1255;1109;1072;953;966;1643;35466;7221;11774;8652;5661;2012;146;16678;3431;5874;4340;2014;951;68;17531;15985;1178;9466;8685;602;15256;5788;3069;2346;1157;1601;800;14150;4810;8240;3734;7833;3831;3528;3895;410;1752;1923;156;4529;1318;160;1818;7;1;7832;16682;982;17;911;71;1712074;4533;11614;1262;17409;37254;6807;4935;3103;1843;522;199;1286;5627;5497;5009;488;3260;1487;262;73;275;1722;2080;449;256;82;53;19;322;2482;1331;874;2021;1137;643;675;364;169;18711;1689;2719;576;25
5;Veneto;28;Padova;60;Padova;28060;3;Est;Circoscrizione;37312;17630;19682;15118;16803;887;3385;1119;7900;8428;366;559;377;1580;1543;1556;1626;1619;1843;2148;2604;2918;3180;2715;2331;2405;2218;2306;4720;800;807;828;833;845;913;1056;1340;1450;1546;1310;1123;1098;1008;995;1678;35422;6220;10645;8981;7280;2117;179;16663;2952;5379;4666;2682;917;67;17043;15654;1085;9313;8622;551;15590;5882;3142;2397;1134;1432;676;14840;4405;8619;3992;4838;2360;2084;2482;272;1067;1194;99;2645;1283;105;803;1;1;4837;16124;1154;47;936;218;1650565;3963;11525;1106;16594;36688;6007;4847;3028;1969;552;191;1267;7707;7348;5194;2154;2086;2548;560;21;76;635;988;1126;1124;863;230;131;322;3041;1079;752;2415;1184;596;502;316;181;18070;1817;2592;686;99
5;Veneto;28;Padova;60;Padova;28060;4;Sud-Est;Circoscrizione;46203;21395;24808;18852;20716;1078;3999;1558;9534;10230;437;678;516;1786;1868;1845;1924;2080;2269;2601;3219;3697;3789;3500;3035;2930;2775;2855;6030;930;941;949;1005;1067;1080;1282;1570;1752;1773;1623;1407;1355;1196;1218;2247;44038;11216;13533;9511;7283;2375;120;20276;5287;6529;4751;2634;1023;52;21665;20191;1135;11368;10675;524;19039;7207;3606;3289;1630;1583;698;18394;5692;10561;4778;4622;1976;1911;2332;379;932;928;116;3075;656;172;718;1;0;4622;20902;1472;42;1339;133;2267049;4417;15538;1637;21592;46003;8367;6262;3744;2454;594;171;1094;9154;8901;7605;1296;4524;2736;345;164;213;1131;2347;2210;788;416;223;113;710;4118;1498;1279;3651;1581;896;903;449;125;23405;3819;3054;658;74
5;Veneto;28;Padova;60;Padova;28060;5;Sud-Ovest;Circoscrizione;27981;12777;15204;11333;12184;646;2836;982;5742;6018;262;422;333;1091;1150;1157;1214;1206;1306;1424;1876;2137;2265;2034;1827;1772;1735;1742;4045;587;615;572;625;577;641;690;907;1022;1066;972;836;799;762;750;1356;26656;6708;8508;5697;4224;1452;67;12059;3140;4195;2662;1408;630;24;12426;11572;675;6528;6113;328;12157;4475;2245;2001;979;1063;473;10656;3365;6848;2945;2409;1038;980;1223;206;477;499;62;1466;389;102;448;4;0;2409;12183;860;28;763;97;1355927;2543;9203;870;12616;27291;4845;3543;2216;1519;380;113;736;5301;5103;4254;849;2967;447;840;56;221;816;1250;1150;416;219;91;35;269;2367;990;628;2039;873;553;468;224;97;13764;1368;2361;481;44
5;Veneto;28;Padova;60;Padova;28060;6;Ovest;Circoscrizione;31913;15572;16341;13447;14054;744;2682;986;7388;7040;317;468;359;1556;1444;1389;1292;1357;1518;1969;2572;2749;2849;2420;2005;1744;1657;1722;3670;771;755;716;648;707;784;1011;1327;1443;1464;1249;998;828;778;742;1351;30038;4988;9701;7689;5648;1908;104;14645;2355;5114;4133;2176;824;43;15028;13925;852;8316;7806;396;12496;5014;2538;1884;887;1447;857;12365;4636;6627;3206;4369;2191;1888;2205;276;949;1139;103;2469;1207;116;575;1;1;4368;13257;622;16;607;15;1417904;2536;10180;911;13627;30690;4781;3922;2502;1812;454;156;1041;6524;6269;5061;1208;3505;1504;52;78;139;1127;1510;1066;512;353;208;68;483;3305;836;437;2588;1187;524;442;230;90;14579;1891;2787;374;9
