CODREG;REGIONE;CODPRO;PROVINCIA;CODCOM;COMUNE;PROCOM;ACE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;P32;P33;P34;P35;P36;P37;P38;P39;P40;P41;P42;P43;P44;P45;P46;P47;P48;P49;P50;P51;P52;P53;P54;P55;P56;P57;P58;P59;P60;P61;P62;P64;P65;P66;P128;P129;P130;P131;P132;P135;P136;P137;P138;P139;P140;ST1;ST2;ST3;ST4;ST5;ST6;ST7;ST8;ST9;ST10;ST11;ST12;ST13;ST14;ST15;A2;A3;A5;A6;A7;A44;A46;A47;A48;PF1;PF2;PF3;PF4;PF5;PF6;PF7;PF8;PF9;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;E13;E14;E15;E16;E17;E18;E19;E20;E21;E22;E23;E24;E25;E26;E27;E28;E29;E30;E31
7;Liguria;8;Imperia;31;Imperia;8031;0;3647;1822;1825;1477;1624;115;276;155;824;836;55;50;57;172;177;139;170;158;171;232;259;290;356;258;237;286;214;179;349;93;98;71;81;88;93;124;132;147;178;131;117;144;114;79;132;3440;383;1125;1063;616;237;16;1705;160;558;590;285;107;5;1666;1534;109;946;878;57;1493;614;247;214;102;208;122;1530;277;824;385;270;140;118;103;49;70;51;19;198;50;18;4;0;0;270;1567;603;7;603;0;157176;215;1181;197;1593;3644;551;436;317;211;55;23;151;1269;1207;1057;150;512;408;137;378;72;23;94;157;147;135;34;17;92;532;370;63;484;317;193;53;9;1;2168;417;539;100;1
7;Liguria;8;Imperia;31;Imperia;8031;1;17766;8229;9537;6807;7751;572;1803;833;3502;3861;225;338;303;660;694;787;769;724;754;918;1288;1372;1440;1257;1033;1193;1101;1183;2593;313;338;405;406;376;358;443;631;644;717;610;475;549;502;533;929;16971;2096;5603;4883;3258;1038;93;7846;926;2683;2443;1333;429;32;7560;6974;473;4047;3776;215;8065;3126;1315;1028;526;738;391;6941;1346;4984;2171;1896;886;878;843;175;430;391;65;1194;296;334;71;1;0;1896;8147;2114;36;2114;0;733196;2451;5052;755;8258;17677;3079;2485;1542;874;199;79;511;3512;3334;2696;638;731;1859;106;309;376;473;735;324;157;185;81;56;287;1356;573;480;961;634;450;308;193;150;11801;986;1483;210;17
7;Liguria;8;Imperia;31;Imperia;8031;2;20909;10046;10863;8146;9112;746;1959;946;4401;4556;323;391;375;820;849;926;930;990;939;1136;1452;1714;1787;1489;1430;1390;1304;1207;2546;445;435;484;499;504;477;568;735;838;893;749;696;633;606;540;944;19901;2462;6727;5958;3461;1166;127;9510;1130;3320;3045;1435;533;47;9197;8335;690;5072;4656;337;9117;3610;1611;1195;582;1015;605;8122;1496;5296;2389;2617;1293;1216;1165;236;634;569;90;1785;407;300;117;4;4;2613;9435;4025;35;4023;2;870127;2708;5993;856;9558;20851;3573;2729;1821;1030;278;127;847;4944;4704;3983;721;1162;1788;1033;757;281;531;623;604;482;349;189;167;553;1818;973;639;1573;927;677;422;235;149;14488;1225;2179;545;34
7;Liguria;8;Imperia;55;Sanremo;8055;0;7094;3518;3576;2756;3254;203;630;251;1479;1651;103;157;128;257;316;348;375;307;274;340;487;624;634;533;474;441;453;420;811;132;176;189;191;155;136;164;257;307;318;273;244;215;216;219;326;6773;501;1769;2426;1511;516;50;3347;219;818;1356;708;227;19;3159;2906;208;1777;1649;101;3014;1244;482;434;200;351;213;2955;573;1747;819;175;61;43;94;38;16;27;18;130;20;19;6;0;0;175;2750;866;9;866;0;241106;255;2143;408;2806;6864;824;755;601;472;102;52;329;3203;2938;2454;484;1387;667;400;415;372;524;298;283;231;214;79;38;858;1273;281;42;1651;549;187;55;12;0;3803;937;1178;260;79
7;Liguria;8;Imperia;55;Sanremo;8055;1;15318;6980;8338;5661;6240;583;1949;885;2926;3140;245;339;330;482;454;531;592;648;721;728;954;1106;1167;1087;970;1004;986;1166;2722;254;233;277;295;314;350;374;477;566;568;508;443;447;448;486;940;14753;1623;4219;4742;3022;1005;142;6690;749;1918;2385;1187;400;51;6248;5435;655;3370;2979;316;7603;2846;1184;716;347;996;501;5135;873;4707;1957;2006;970;837;978;191;411;476;83;834;544;295;333;0;0;2006;7772;4631;53;4631;0;610166;2718;4489;743;7950;15050;3873;2167;1092;615;140;63;407;2017;1976;1570;406;1101;436;33;566;249;381;256;72;37;9;0;0;110;412;308;740;279;228;298;322;219;224;13039;298;835;425;12
7;Liguria;8;Imperia;55;Sanremo;8055;2;14863;6839;8024;5493;6510;547;1615;698;2829;3229;245;285;251;483;532;589;598;585;610;684;909;1168;1188;1133;905;1048;935;1153;2343;259;274;305;303;289;298;340;435;579;567;530;436;449;411;517;847;14275;1487;4365;4429;2943;925;126;6527;711;1991;2222;1182;376;45;6246;5602;508;3348;3049;234;7013;2653;1124;763;371;853;437;5442;1149;4273;1805;972;419;380;492;100;189;197;33;524;200;167;81;0;0;972;7097;3637;31;3637;0;587519;1889;4598;729;7262;14762;3053;2070;1230;725;137;47;294;3412;3257;2632;625;1472;1109;51;392;529;504;656;329;114;72;16;20;190;1419;599;424;950;702;457;258;119;146;10955;789;1515;300;28
7;Liguria;8;Imperia;55;Sanremo;8055;3;16862;7917;8945;6259;7643;577;1612;771;3257;3794;237;314;315;580;688;718;687;687;668;792;1076;1299;1411;1208;1159;1157;1057;1266;2409;302;352;383;360;349;331;384;511;613;680;576;579;513;490;554;940;16148;1744;5015;5061;3074;1105;149;7547;767;2314;2619;1330;468;49;7102;6440;541;3853;3511;281;7774;3027;1292;883;417;876;478;6412;1163;4723;2087;1056;468;413;490;153;211;199;58;565;268;142;77;3;1;1055;7838;5684;44;5679;5;659330;1674;5508;806;7988;16764;3157;2329;1417;827;189;69;445;4144;3940;3111;829;1772;1167;172;344;374;514;809;508;286;193;62;21;453;1714;471;473;1324;716;502;217;154;198;13730;808;1994;299;10
7;Liguria;8;Imperia;65;Ventimiglia;8065;0;5484;2744;2740;2280;2398;158;427;221;1229;1226;87;101;101;235;252;226;242;263;263;334;392;459;512;420;346;367;306;325;542;126;135;116;121;134;123;172;200;241;259;209;174;181;167;166;220;5201;390;1485;1778;1082;414;52;2590;174;698;994;519;188;17;2390;2182;155;1341;1243;75;2381;1026;471;265;129;418;281;1613;911;1227;595;504;223;164;258;82;78;113;32;392;53;26;33;0;0;504;2352;946;2;946;0;198323;425;1701;241;2367;5456;811;639;487;301;88;41;262;1913;1739;1734;5;978;676;80;668;208;187;232;196;181;60;1;1;786;797;125;26;1001;393;215;103;15;7;3425;160;1185;353;36
7;Liguria;8;Imperia;65;Ventimiglia;8065;1;18442;8808;9634;7574;7819;593;1774;682;4029;3907;244;340;288;679;706;773;828;876;922;1020;1294;1345;1531;1405;1263;1296;1087;1117;2300;359;352;413;408;439;500;501;646;672;722;695;600;628;526;488;859;17611;1383;4722;6105;3753;1355;293;8372;613;2253;3213;1646;554;93;7754;6935;648;4219;3813;329;8530;3465;1843;851;405;1486;938;5108;3035;4350;1995;1218;537;434;624;160;203;262;72;708;158;199;152;1;0;1218;8158;977;21;975;2;676721;2532;5105;565;8202;18378;2757;2485;1644;999;225;92;598;2158;2106;1896;210;738;672;486;563;204;363;221;264;172;100;5;4;566;594;292;444;790;274;162;384;186;100;9431;226;1181;459;30
7;Liguria;9;Savona;2;Albenga;9002;0;6473;3276;3197;2581;3010;180;486;216;1476;1537;78;92;93;320;299;257;290;312;329;357;506;561;552;496;432;385;370;338;669;175;160;130;160;175;191;172;258;297;273;242;235;193;182;164;269;6085;481;1705;2086;1369;400;44;3065;227;815;1187;626;189;21;3178;2964;178;1798;1692;86;2419;1013;385;352;182;297;190;2562;867;1385;633;446;237;185;232;29;95;131;11;155;237;21;33;0;0;446;2674;680;15;680;0;254324;472;1981;260;2713;6466;834;731;614;387;111;36;225;1677;1584;1407;177;962;331;114;280;112;131;215;262;229;102;40;36;168;965;257;17;664;313;349;45;23;13;3418;528;779;96;4
